age;experience_years;daily_work_hours;sleep_hours;caffeine_intake;bugs_per_day;commits_per_day;meetings_per_day;screen_time;exercise_hours;burnout_level
41.0;2.0;4.81;6.07;6.0;11.0;22.0;2.0;6.72;0.11;Low
33.0;11.0;7.17;8.28;2.0;16.0;14.0;5.0;8.37;1.82;Low
31.0;19.0;13.66;7.85;;4.0;27.0;8.0;17.59;0.54;High
44.0;15.0;5.53;5.21;2.0;3.0;15.0;9.0;9.27;0.11;Medium
39.0;13.0;11.43;8.92;4.0;10.0;0.0;7.0;14.83;0.48;High
43.0;15.0;7.56;8.52;5.0;7.0;9.0;3.0;10.57;1.17;
44.0;16.0;9.82;6.64;3.0;15.0;14.0;1.0;14.7;0.1;Medium
23.0;10.0;5.0;6.65;6.0;15.0;23.0;9.0;6.48;0.0;Medium
40.0;16.0;7.06;8.51;1.0;2.0;12.0;0.0;10.1;1.28;Low
43.0;18.0;9.01;7.18;5.0;11.0;18.0;3.0;12.27;0.91;Medium
31.0;0.0;6.32;6.68;0.0;12.0;26.0;4.0;7.41;1.69;Low
29.0;11.0;9.42;7.75;5.0;0.0;12.0;1.0;12.07;0.52;Low
41.0;14.0;6.2;5.18;7.0;3.0;8.0;2.0;10.33;0.56;Low
26.0;17.0;10.5;8.39;3.0;5.0;20.0;3.0;13.38;0.16;Medium
22.0;13.0;13.04;6.66;6.0;4.0;15.0;2.0;17.54;1.08;Medium
42.0;0.0;4.85;7.02;6.0;4.0;22.0;7.0;8.43;0.73;Medium
33.0;12.0;6.17;4.45;7.0;9.0;13.0;1.0;10.23;0.68;Medium
43.0;14.0;12.44;5.55;5.0;18.0;22.0;8.0;16.66;0.92;High
29.0;6.0;10.32;6.13;5.0;17.0;8.0;5.0;14.08;1.7;High
35.0;14.0;4.79;6.07;4.0;1.0;17.0;0.0;8.79;0.21;Low
35.0;19.0;8.86;7.89;2.0;15.0;3.0;7.0;12.64;1.05;High
41.0;9.0;6.1;5.41;5.0;14.0;11.0;9.0;9.3;0.39;Medium
29.0;13.0;5.99;4.91;1.0;4.0;23.0;5.0;9.26;0.42;Medium
44.0;5.0;13.41;6.91;6.0;8.0;4.0;3.0;15.17;0.51;High
32.0;13.0;11.62;7.08;7.0;;10.0;5.0;15.93;0.92;Medium
25.0;;10.96;4.61;1.0;4.0;4.0;1.0;13.21;0.99;Low
31.0;10.0;6.39;4.01;4.0;8.0;18.0;0.0;9.53;1.74;Low
28.0;19.0;5.19;8.59;5.0;8.0;20.0;5.0;7.19;1.78;Low
32.0;18.0;12.71;4.4;5.0;1.0;28.0;7.0;16.49;1.17;Medium
23.0;1.0;4.06;8.49;4.0;6.0;6.0;4.0;8.96;0.56;Medium
43.0;19.0;7.88;6.0;3.0;0.0;3.0;7.0;;1.64;Medium
30.0;0.0;6.78;7.27;0.0;19.0;7.0;2.0;10.26;1.59;Low
;7.0;9.7;4.93;0.0;1.0;29.0;5.0;12.97;1.6;Medium
37.0;13.0;6.51;8.12;2.0;11.0;26.0;0.0;9.47;0.03;Low
30.0;8.0;7.11;4.9;1.0;5.0;5.0;2.0;8.93;1.51;Medium
44.0;1.0;12.5;5.93;3.0;19.0;5.0;3.0;14.89;1.71;Medium
40.0;4.0;10.03;5.19;1.0;18.0;21.0;4.0;12.66;1.21;High
23.0;7.0;5.46;8.19;3.0;15.0;3.0;2.0;10.24;;Low
37.0;15.0;11.26;8.29;4.0;3.0;13.0;7.0;13.96;1.55;Medium
20.0;15.0;6.07;5.86;2.0;17.0;2.0;4.0;9.41;1.01;Medium
26.0;12.0;8.33;5.54;4.0;4.0;9.0;6.0;13.02;1.63;Medium
25.0;19.0;10.47;7.87;1.0;17.0;21.0;4.0;13.54;1.58;Medium
34.0;14.0;6.72;8.39;6.0;5.0;5.0;7.0;8.73;1.83;Low
37.0;0.0;7.84;7.12;2.0;13.0;17.0;0.0;10.36;1.84;Low
43.0;2.0;11.34;8.64;5.0;19.0;29.0;2.0;13.84;1.06;High
30.0;5.0;13.38;5.92;7.0;16.0;9.0;2.0;17.24;0.06;High
39.0;13.0;9.29;4.76;6.0;17.0;8.0;9.0;11.47;0.04;High
43.0;3.0;4.1;4.9;7.0;9.0;15.0;9.0;8.02;1.88;Medium
34.0;17.0;7.38;7.35;3.0;18.0;19.0;2.0;11.94;0.67;Medium
35.0;14.0;7.99;6.04;3.0;17.0;3.0;5.0;10.33;0.76;High
26.0;8.0;;4.78;2.0;3.0;25.0;8.0;8.93;0.94;Medium
40.0;17.0;8.36;5.46;4.0;19.0;28.0;5.0;11.91;0.53;Medium
29.0;2.0;10.33;;2.0;14.0;27.0;4.0;12.77;1.18;Medium
31.0;9.0;5.21;4.61;4.0;5.0;10.0;0.0;8.35;;Low
43.0;16.0;6.73;4.02;2.0;5.0;27.0;1.0;10.27;0.51;Low
33.0;6.0;9.08;8.59;4.0;2.0;11.0;0.0;11.71;1.49;Low
44.0;14.0;7.16;5.52;0.0;8.0;23.0;5.0;11.86;1.34;Low
24.0;0.0;13.91;5.11;2.0;10.0;18.0;2.0;16.51;1.05;High
40.0;10.0;8.31;7.49;7.0;4.0;9.0;4.0;10.54;0.65;Medium
;16.0;12.7;8.27;7.0;13.0;6.0;5.0;17.24;1.75;High
24.0;4.0;12.97;7.16;4.0;1.0;6.0;4.0;14.52;0.81;
22.0;6.0;12.36;5.27;5.0;18.0;17.0;2.0;13.86;0.75;High
42.0;18.0;4.47;8.31;1.0;7.0;2.0;1.0;9.21;1.28;Low
24.0;14.0;13.48;6.55;6.0;12.0;11.0;1.0;15.32;1.84;Medium
;2.0;5.29;5.91;6.0;18.0;13.0;1.0;6.88;1.02;Medium
36.0;14.0;4.34;7.02;6.0;4.0;19.0;9.0;7.48;1.45;Low
38.0;4.0;8.14;7.5;1.0;14.0;1.0;3.0;9.33;0.91;Low
38.0;11.0;5.95;6.97;7.0;3.0;29.0;3.0;9.43;0.44;Medium
44.0;19.0;5.84;8.6;2.0;3.0;8.0;2.0;8.65;0.25;Low
40.0;4.0;6.88;7.14;2.0;17.0;9.0;7.0;10.44;0.27;Medium
31.0;2.0;6.48;8.39;;18.0;26.0;3.0;8.62;0.04;Medium
44.0;8.0;10.85;6.93;4.0;19.0;5.0;7.0;15.47;1.11;High
28.0;8.0;5.87;5.65;2.0;8.0;16.0;2.0;7.95;0.26;Low
20.0;6.0;9.43;6.66;1.0;14.0;;1.0;12.98;1.73;Low
37.0;1.0;13.86;4.43;;11.0;0.0;7.0;18.64;1.97;High
40.0;15.0;8.32;5.15;6.0;3.0;23.0;5.0;10.92;0.99;Medium
23.0;8.0;10.42;7.83;1.0;2.0;26.0;1.0;12.07;0.9;Low
29.0;12.0;13.69;7.31;7.0;4.0;21.0;6.0;14.96;0.7;High
44.0;18.0;5.38;4.83;4.0;16.0;12.0;9.0;10.23;1.28;Medium
26.0;19.0;8.19;6.19;0.0;4.0;9.0;6.0;12.24;1.22;Low
41.0;16.0;12.5;4.71;2.0;3.0;11.0;3.0;17.18;0.69;Medium
42.0;5.0;13.32;8.28;6.0;6.0;22.0;7.0;17.12;0.69;High
20.0;3.0;10.01;4.55;0.0;6.0;21.0;2.0;12.38;1.29;Medium
36.0;0.0;5.43;7.27;4.0;6.0;15.0;8.0;6.92;1.11;Medium
43.0;17.0;13.01;7.04;6.0;16.0;1.0;4.0;17.73;1.44;High
21.0;18.0;5.74;6.36;5.0;14.0;2.0;2.0;8.7;1.88;Medium
30.0;8.0;7.53;5.39;2.0;6.0;7.0;8.0;10.12;1.56;Medium
28.0;12.0;7.76;6.02;3.0;14.0;19.0;1.0;11.07;0.61;Medium
26.0;7.0;8.47;8.03;2.0;19.0;28.0;1.0;;1.52;Medium
41.0;12.0;11.9;7.81;2.0;3.0;14.0;2.0;14.14;0.9;Low
36.0;14.0;12.02;7.69;2.0;1.0;23.0;8.0;15.57;1.56;Medium
36.0;10.0;11.2;7.75;6.0;12.0;18.0;9.0;12.6;1.77;High
21.0;11.0;4.22;4.72;6.0;11.0;17.0;2.0;5.76;0.5;Medium
25.0;13.0;9.65;4.5;2.0;9.0;22.0;4.0;12.69;0.48;High
33.0;3.0;11.47;8.31;5.0;18.0;0.0;8.0;14.96;0.87;High
25.0;0.0;8.45;8.19;2.0;14.0;26.0;9.0;10.2;0.1;Medium
21.0;3.0;13.45;7.41;4.0;16.0;18.0;5.0;14.58;1.37;High
20.0;18.0;12.24;7.03;2.0;5.0;1.0;5.0;17.07;1.5;Medium
29.0;8.0;10.38;5.83;5.0;4.0;4.0;0.0;11.49;0.69;Medium
40.0;9.0;4.62;5.12;7.0;12.0;17.0;1.0;5.63;0.93;Low
24.0;3.0;10.52;7.34;4.0;13.0;15.0;8.0;12.81;1.18;High
21.0;19.0;13.12;;2.0;13.0;9.0;7.0;15.01;0.15;High
41.0;8.0;7.79;6.18;2.0;14.0;20.0;1.0;11.08;1.42;Low
35.0;12.0;;5.52;4.0;15.0;28.0;4.0;16.96;1.05;High
44.0;11.0;7.13;5.35;2.0;9.0;2.0;4.0;10.05;;Medium
21.0;10.0;9.7;4.12;5.0;0.0;24.0;5.0;13.79;1.45;Medium
29.0;11.0;10.48;6.6;6.0;10.0;9.0;3.0;15.12;1.35;Medium
21.0;17.0;10.78;8.94;7.0;6.0;24.0;8.0;12.54;0.19;High
35.0;11.0;12.83;8.08;1.0;16.0;23.0;4.0;15.78;1.57;High
35.0;15.0;6.35;8.49;2.0;3.0;12.0;3.0;9.92;1.22;Low
38.0;4.0;6.62;7.11;3.0;6.0;20.0;8.0;8.95;1.43;Low
26.0;19.0;11.04;6.41;4.0;2.0;9.0;1.0;15.0;0.52;Medium
41.0;11.0;5.77;8.95;5.0;19.0;10.0;1.0;9.59;0.44;Medium
31.0;10.0;8.64;;2.0;13.0;6.0;2.0;11.32;1.65;Medium
43.0;8.0;4.2;8.58;2.0;17.0;1.0;9.0;5.55;0.78;Medium
34.0;17.0;5.41;7.81;4.0;17.0;18.0;3.0;6.46;;Medium
27.0;2.0;10.79;5.65;0.0;0.0;27.0;9.0;13.27;1.1;High
25.0;19.0;11.47;6.52;5.0;5.0;26.0;8.0;12.8;1.17;High
29.0;16.0;5.15;5.92;5.0;8.0;17.0;4.0;9.28;0.14;Medium
22.0;13.0;6.28;4.68;1.0;1.0;25.0;1.0;8.62;0.6;Low
38.0;0.0;4.99;5.78;6.0;7.0;10.0;2.0;8.65;0.13;Low
36.0;16.0;8.33;8.44;6.0;;16.0;7.0;10.72;;Medium
26.0;7.0;5.26;7.76;1.0;3.0;2.0;5.0;9.44;1.8;Low
40.0;4.0;8.37;5.39;2.0;9.0;19.0;4.0;12.92;0.78;Medium
39.0;4.0;11.32;5.84;4.0;0.0;11.0;3.0;15.67;1.56;Medium
23.0;8.0;10.83;7.08;3.0;10.0;24.0;3.0;13.77;0.57;Medium
33.0;2.0;6.8;6.08;2.0;8.0;27.0;7.0;8.14;1.71;Medium
39.0;18.0;10.74;6.52;1.0;18.0;1.0;5.0;13.23;0.84;High
41.0;8.0;13.28;7.49;2.0;10.0;24.0;4.0;15.98;0.71;Medium
34.0;17.0;7.48;6.34;4.0;3.0;0.0;4.0;12.32;1.39;Low
43.0;15.0;7.29;4.95;5.0;4.0;8.0;5.0;10.55;1.03;Low
27.0;0.0;9.71;6.6;7.0;16.0;21.0;2.0;13.27;0.67;High
40.0;1.0;6.46;5.78;5.0;17.0;23.0;6.0;10.59;0.12;Medium
34.0;13.0;10.52;5.45;5.0;4.0;18.0;0.0;13.79;0.33;Medium
41.0;13.0;;5.64;5.0;17.0;7.0;4.0;15.71;1.54;High
39.0;0.0;8.59;6.2;6.0;16.0;26.0;5.0;10.57;1.84;Medium
33.0;15.0;10.8;8.43;3.0;2.0;8.0;1.0;12.04;0.34;Medium
28.0;14.0;10.52;7.67;0.0;10.0;6.0;1.0;14.41;1.14;Medium
27.0;14.0;4.39;7.34;6.0;16.0;3.0;8.0;8.78;0.07;Medium
36.0;11.0;5.83;6.36;3.0;7.0;21.0;1.0;8.48;0.58;Low
21.0;15.0;12.94;4.01;7.0;7.0;15.0;2.0;16.14;0.9;High
44.0;13.0;13.39;5.7;2.0;1.0;5.0;0.0;15.62;1.47;Medium
43.0;;11.8;8.07;1.0;6.0;17.0;8.0;14.6;0.09;Medium
22.0;14.0;13.21;;7.0;19.0;1.0;;15.05;1.56;High
27.0;18.0;7.06;6.82;;5.0;10.0;3.0;11.1;0.41;Low
31.0;7.0;6.48;5.02;2.0;19.0;4.0;6.0;9.45;1.52;Medium
20.0;;7.84;8.58;7.0;17.0;16.0;1.0;11.03;1.25;
29.0;1.0;4.55;8.62;0.0;6.0;4.0;7.0;5.7;0.68;Low
39.0;9.0;12.1;4.73;4.0;17.0;25.0;7.0;15.59;1.45;High
22.0;2.0;13.84;7.62;4.0;11.0;2.0;2.0;15.65;0.47;High
25.0;16.0;12.24;4.38;4.0;6.0;18.0;3.0;14.77;0.44;Medium
26.0;7.0;9.55;6.99;2.0;6.0;7.0;6.0;12.2;0.12;Medium
39.0;3.0;6.95;4.89;0.0;0.0;10.0;4.0;9.74;0.79;Low
42.0;13.0;5.98;4.73;2.0;9.0;2.0;;7.89;0.2;Medium
44.0;9.0;7.64;4.02;4.0;9.0;2.0;1.0;12.04;0.84;Medium
37.0;0.0;10.67;8.7;4.0;11.0;0.0;5.0;13.38;0.02;Medium
30.0;3.0;8.47;8.15;6.0;2.0;29.0;3.0;11.92;0.31;Medium
38.0;0.0;13.34;4.39;1.0;2.0;23.0;4.0;16.8;1.86;Medium
24.0;16.0;12.54;7.0;3.0;12.0;12.0;4.0;15.97;1.59;High
38.0;16.0;5.02;5.16;7.0;12.0;29.0;1.0;8.26;0.47;Medium
30.0;6.0;5.32;5.32;2.0;5.0;9.0;7.0;9.61;1.44;Low
43.0;19.0;10.76;8.37;0.0;2.0;25.0;0.0;15.01;1.34;Low
31.0;14.0;6.31;4.57;6.0;14.0;5.0;1.0;8.98;0.35;Medium
29.0;12.0;11.91;7.01;;8.0;10.0;6.0;15.45;0.74;Medium
27.0;1.0;9.91;6.01;2.0;5.0;7.0;6.0;;1.83;Medium
43.0;18.0;6.3;4.95;3.0;5.0;18.0;1.0;7.66;1.48;Low
28.0;12.0;8.79;6.26;2.0;7.0;29.0;0.0;11.71;1.52;Low
23.0;10.0;8.06;8.7;7.0;10.0;10.0;9.0;;1.13;Medium
24.0;14.0;12.73;7.91;7.0;18.0;5.0;0.0;16.33;1.33;Medium
40.0;9.0;4.32;4.66;3.0;15.0;11.0;0.0;8.0;1.02;Medium
27.0;8.0;12.96;8.25;2.0;8.0;17.0;;14.59;1.48;Medium
42.0;8.0;10.52;8.69;1.0;10.0;2.0;9.0;13.33;1.47;Medium
28.0;19.0;11.38;5.38;2.0;15.0;12.0;6.0;13.98;0.06;High
34.0;0.0;4.03;5.67;6.0;5.0;3.0;1.0;8.16;1.26;Low
34.0;16.0;10.28;4.63;5.0;16.0;8.0;5.0;11.83;1.26;High
35.0;11.0;9.88;5.72;1.0;15.0;15.0;3.0;13.04;0.13;Medium
33.0;9.0;9.37;7.37;3.0;19.0;11.0;8.0;14.02;0.82;High
27.0;4.0;11.86;5.36;4.0;17.0;19.0;7.0;16.43;1.8;Medium
37.0;17.0;9.56;4.03;4.0;0.0;6.0;7.0;13.97;1.91;High
29.0;14.0;12.57;5.69;7.0;17.0;11.0;1.0;15.07;1.56;High
39.0;5.0;6.33;6.27;2.0;7.0;7.0;4.0;11.09;0.3;Medium
25.0;;12.06;6.83;0.0;9.0;20.0;1.0;16.28;0.75;Low
31.0;16.0;;7.42;2.0;1.0;14.0;2.0;10.19;0.37;Low
21.0;5.0;12.13;4.31;;8.0;1.0;7.0;16.86;1.3;Medium
26.0;7.0;13.4;6.35;1.0;3.0;10.0;4.0;18.15;1.55;Medium
35.0;11.0;7.36;5.33;3.0;10.0;23.0;3.0;9.32;1.77;Low
22.0;13.0;9.3;8.74;2.0;;20.0;4.0;10.81;1.72;Low
32.0;11.0;10.58;5.8;3.0;13.0;4.0;7.0;14.34;0.2;High
22.0;9.0;4.79;4.5;0.0;6.0;22.0;9.0;8.04;0.25;Low
37.0;19.0;8.94;4.21;4.0;18.0;5.0;6.0;11.25;1.82;High
30.0;14.0;7.61;5.33;4.0;5.0;18.0;5.0;11.35;1.69;Medium
27.0;6.0;12.72;4.89;2.0;15.0;29.0;1.0;13.97;0.92;Medium
25.0;8.0;12.77;7.25;3.0;18.0;13.0;9.0;13.96;0.86;High
20.0;9.0;11.01;8.23;3.0;18.0;6.0;4.0;13.43;1.11;High
20.0;9.0;10.56;5.56;0.0;12.0;11.0;9.0;12.34;1.19;Medium
42.0;15.0;11.34;6.89;3.0;11.0;29.0;8.0;15.21;0.51;High
27.0;6.0;7.66;7.65;5.0;14.0;16.0;8.0;12.45;0.81;Medium
24.0;4.0;8.05;5.99;5.0;7.0;3.0;8.0;11.7;1.24;Medium
35.0;2.0;9.54;4.33;;3.0;19.0;2.0;13.16;0.41;Low
30.0;17.0;13.38;5.15;5.0;19.0;21.0;8.0;14.41;2.0;High
24.0;10.0;11.24;8.42;7.0;7.0;21.0;8.0;14.29;0.57;High
23.0;14.0;9.51;8.12;5.0;15.0;9.0;4.0;13.78;1.1;Medium
25.0;19.0;11.7;4.43;1.0;15.0;23.0;5.0;15.32;1.11;Medium
33.0;4.0;7.71;5.12;5.0;1.0;27.0;6.0;9.62;0.9;Medium
41.0;11.0;11.3;7.85;5.0;16.0;0.0;9.0;15.69;0.48;High
38.0;3.0;8.11;6.43;1.0;4.0;28.0;9.0;12.97;1.13;Medium
28.0;14.0;6.8;7.8;2.0;4.0;22.0;9.0;8.92;0.18;Medium
31.0;8.0;10.1;5.06;6.0;11.0;;5.0;11.93;0.77;High
30.0;6.0;10.87;8.76;1.0;6.0;3.0;4.0;13.22;0.45;Low
33.0;9.0;8.59;7.92;1.0;4.0;12.0;0.0;9.84;0.25;Low
42.0;12.0;9.66;4.99;7.0;3.0;5.0;3.0;14.15;1.85;Medium
35.0;7.0;10.94;6.79;;16.0;25.0;7.0;15.66;1.4;High
20.0;11.0;11.68;4.57;;5.0;14.0;7.0;15.21;0.34;High
32.0;18.0;12.96;5.81;6.0;13.0;13.0;5.0;17.02;1.9;Medium
42.0;0.0;7.55;7.3;5.0;8.0;24.0;2.0;11.22;0.43;Medium
40.0;15.0;13.51;5.65;2.0;3.0;2.0;7.0;16.02;0.47;Medium
40.0;16.0;10.37;7.28;;10.0;23.0;6.0;;0.27;Medium
32.0;17.0;11.88;5.22;0.0;19.0;18.0;8.0;16.23;1.46;High
21.0;10.0;11.0;7.61;1.0;15.0;5.0;2.0;15.24;1.14;Medium
23.0;17.0;6.06;5.8;6.0;15.0;1.0;5.0;7.38;0.12;Medium
25.0;6.0;4.71;7.95;2.0;15.0;8.0;0.0;7.56;0.05;Low
;17.0;11.26;4.68;6.0;5.0;29.0;7.0;13.85;1.07;Medium
24.0;7.0;9.11;5.81;3.0;14.0;12.0;1.0;13.12;1.3;
44.0;;11.02;6.32;6.0;2.0;17.0;4.0;14.03;1.65;Medium
22.0;;;6.12;5.0;8.0;11.0;5.0;11.17;0.96;Medium
20.0;9.0;7.12;6.17;4.0;0.0;20.0;3.0;10.95;1.35;Low
23.0;10.0;6.85;6.22;4.0;10.0;21.0;8.0;9.74;1.47;Medium
44.0;12.0;11.31;8.94;5.0;5.0;3.0;2.0;13.34;1.23;Medium
39.0;8.0;6.77;4.97;7.0;4.0;27.0;1.0;11.33;0.7;Medium
21.0;6.0;11.15;7.84;5.0;17.0;22.0;2.0;12.6;0.26;High
24.0;8.0;7.84;6.76;2.0;11.0;28.0;4.0;8.91;1.3;Medium
22.0;12.0;11.71;6.07;7.0;6.0;6.0;0.0;13.29;1.54;Medium
28.0;2.0;5.43;7.17;1.0;1.0;11.0;9.0;7.08;0.38;Low
39.0;2.0;6.05;8.27;7.0;6.0;22.0;3.0;9.2;0.99;Low
25.0;0.0;10.86;6.33;0.0;8.0;10.0;0.0;14.36;0.79;High
37.0;19.0;9.6;8.32;1.0;19.0;6.0;8.0;12.39;0.41;High
25.0;1.0;6.04;4.47;1.0;7.0;28.0;;7.86;0.49;Low
38.0;2.0;13.03;7.27;0.0;8.0;25.0;1.0;14.56;0.48;Medium
31.0;14.0;6.76;5.67;7.0;9.0;26.0;4.0;9.73;0.84;Medium
44.0;5.0;8.21;5.93;4.0;;9.0;0.0;11.47;0.78;Medium
30.0;12.0;6.02;6.86;7.0;1.0;8.0;9.0;8.24;1.11;Medium
21.0;0.0;;6.4;1.0;9.0;1.0;6.0;9.76;0.19;Medium
34.0;19.0;8.92;5.91;3.0;2.0;4.0;8.0;10.24;1.16;Medium
31.0;18.0;6.95;5.54;3.0;0.0;9.0;0.0;8.05;;Low
31.0;0.0;11.69;7.09;;16.0;;7.0;13.11;0.51;High
28.0;1.0;7.94;6.53;2.0;0.0;27.0;7.0;11.91;1.0;Medium
40.0;14.0;11.3;5.62;6.0;4.0;;6.0;13.68;1.37;Medium
43.0;13.0;6.07;5.02;0.0;13.0;13.0;9.0;7.18;1.54;Medium
21.0;18.0;7.77;7.87;0.0;5.0;26.0;3.0;10.8;0.07;Low
41.0;10.0;4.08;8.0;2.0;8.0;15.0;6.0;7.22;1.07;Medium
22.0;14.0;11.59;5.07;5.0;13.0;26.0;1.0;14.3;0.71;High
31.0;5.0;10.26;5.31;1.0;3.0;1.0;5.0;11.7;1.39;
35.0;19.0;12.18;5.2;5.0;0.0;18.0;4.0;16.2;0.57;Medium
40.0;8.0;8.56;8.42;4.0;5.0;22.0;4.0;12.32;1.49;Low
43.0;4.0;12.0;7.87;3.0;6.0;8.0;7.0;14.58;1.2;Medium
20.0;19.0;10.48;4.37;0.0;5.0;13.0;0.0;13.0;1.58;Medium
40.0;1.0;4.04;;2.0;0.0;14.0;;5.66;1.97;Low
22.0;5.0;6.54;4.18;3.0;7.0;18.0;3.0;10.55;1.82;Medium
39.0;17.0;8.94;5.27;5.0;11.0;25.0;9.0;12.34;1.19;High
21.0;18.0;10.19;8.59;0.0;10.0;7.0;5.0;11.53;1.79;Medium
28.0;8.0;4.66;8.32;0.0;1.0;26.0;5.0;7.17;0.31;Low
38.0;5.0;11.05;7.91;6.0;1.0;14.0;0.0;15.66;0.09;Low
34.0;13.0;;6.29;1.0;1.0;7.0;7.0;12.25;1.07;Medium
37.0;12.0;9.26;5.61;0.0;7.0;27.0;3.0;11.56;1.95;Low
30.0;10.0;6.92;8.41;4.0;6.0;3.0;8.0;10.5;1.42;Medium
44.0;11.0;9.95;7.29;7.0;15.0;26.0;6.0;11.76;0.61;High
42.0;18.0;4.27;5.48;0.0;8.0;28.0;3.0;7.37;1.34;Low
35.0;18.0;4.65;6.32;7.0;15.0;5.0;0.0;8.33;0.08;Low
41.0;18.0;11.34;8.41;4.0;1.0;10.0;8.0;15.76;0.94;Medium
36.0;12.0;7.22;8.52;5.0;2.0;11.0;9.0;10.99;0.47;Medium
24.0;13.0;7.47;7.3;6.0;1.0;23.0;5.0;10.01;0.1;Low
31.0;17.0;6.08;7.66;1.0;18.0;27.0;5.0;10.15;0.5;Medium
30.0;11.0;8.46;4.2;6.0;16.0;8.0;0.0;13.05;1.44;Medium
34.0;3.0;4.52;7.02;4.0;19.0;17.0;4.0;7.43;1.1;Medium
22.0;9.0;7.0;7.44;5.0;;16.0;3.0;8.02;0.05;Medium
20.0;16.0;9.27;4.1;3.0;10.0;20.0;0.0;13.79;0.82;Medium
39.0;3.0;8.66;8.22;6.0;19.0;25.0;6.0;10.32;1.5;High
35.0;11.0;14.0;8.64;6.0;18.0;2.0;3.0;15.51;1.91;High
21.0;12.0;7.89;5.19;0.0;5.0;26.0;2.0;10.12;1.75;Low
21.0;3.0;7.87;8.23;6.0;9.0;12.0;1.0;10.39;0.0;Medium
22.0;9.0;9.04;7.33;2.0;13.0;5.0;7.0;13.24;0.44;High
27.0;2.0;5.9;6.9;2.0;0.0;27.0;4.0;8.46;0.42;Low
43.0;14.0;12.76;8.22;4.0;14.0;13.0;9.0;;0.83;High
34.0;1.0;9.72;5.43;1.0;5.0;26.0;8.0;13.26;1.29;Medium
26.0;16.0;5.92;7.95;4.0;12.0;0.0;4.0;9.6;0.31;Medium
25.0;5.0;11.93;5.57;7.0;13.0;27.0;9.0;16.19;1.83;High
28.0;7.0;4.34;7.94;6.0;12.0;26.0;0.0;6.94;1.55;Low
39.0;2.0;13.83;6.26;6.0;15.0;;9.0;15.17;0.84;High
20.0;17.0;12.65;4.58;5.0;0.0;21.0;4.0;15.86;1.17;Medium
27.0;0.0;9.8;5.91;6.0;13.0;17.0;4.0;11.28;1.08;Medium
42.0;15.0;5.11;5.17;5.0;12.0;10.0;7.0;6.18;1.16;Medium
42.0;6.0;6.15;4.5;6.0;9.0;10.0;5.0;10.26;1.72;Medium
22.0;2.0;6.79;4.55;6.0;9.0;7.0;4.0;9.4;;Medium
23.0;3.0;6.41;7.9;4.0;3.0;3.0;7.0;9.51;1.37;Low
44.0;8.0;8.98;8.41;4.0;13.0;1.0;0.0;12.63;0.21;Medium
34.0;4.0;13.45;8.64;3.0;11.0;0.0;4.0;16.05;0.92;High
25.0;18.0;8.44;8.27;5.0;5.0;23.0;2.0;9.64;1.27;Low
34.0;14.0;10.62;8.15;3.0;14.0;9.0;4.0;12.63;0.03;Medium
40.0;7.0;10.89;4.34;4.0;4.0;16.0;2.0;12.67;0.22;High
22.0;5.0;12.72;7.95;1.0;9.0;6.0;3.0;17.63;0.18;Medium
44.0;17.0;4.34;7.92;0.0;;6.0;8.0;8.3;0.75;Low
40.0;18.0;8.04;4.66;5.0;9.0;12.0;1.0;10.85;1.24;Medium
40.0;14.0;11.85;7.31;2.0;11.0;21.0;9.0;13.1;1.99;Medium
;6.0;12.15;6.26;3.0;3.0;23.0;0.0;13.61;0.51;Medium
39.0;9.0;13.27;8.5;7.0;3.0;25.0;3.0;17.52;0.27;Medium
33.0;5.0;11.03;7.48;5.0;12.0;0.0;7.0;15.81;0.83;High
23.0;13.0;6.45;8.75;7.0;13.0;27.0;4.0;7.58;0.29;Medium
31.0;16.0;9.06;4.52;0.0;11.0;0.0;8.0;13.7;0.05;High
36.0;8.0;4.32;4.2;3.0;12.0;12.0;9.0;6.84;1.13;Medium
26.0;18.0;10.47;8.87;5.0;19.0;0.0;2.0;12.32;1.76;High
28.0;4.0;9.54;4.4;3.0;12.0;5.0;8.0;10.95;1.72;High
22.0;6.0;10.67;5.93;3.0;1.0;22.0;0.0;14.76;0.2;Medium
32.0;18.0;13.3;7.25;4.0;18.0;25.0;1.0;16.18;0.29;High
34.0;19.0;10.87;8.4;6.0;8.0;24.0;8.0;15.2;0.98;Medium
37.0;6.0;7.2;5.27;4.0;9.0;9.0;8.0;9.1;0.74;Medium
38.0;1.0;5.99;4.15;3.0;16.0;20.0;9.0;9.7;1.41;High
20.0;15.0;12.55;6.61;3.0;9.0;0.0;4.0;14.02;0.99;Medium
25.0;12.0;5.94;6.36;6.0;19.0;24.0;9.0;7.3;0.04;High
42.0;7.0;5.62;5.53;2.0;12.0;4.0;3.0;7.15;0.57;Medium
21.0;5.0;6.07;8.37;0.0;19.0;21.0;8.0;10.31;1.8;Medium
43.0;5.0;9.09;7.75;6.0;0.0;24.0;9.0;12.71;1.02;Medium
33.0;8.0;5.24;8.29;0.0;1.0;1.0;1.0;6.9;1.6;Low
25.0;3.0;13.38;4.81;1.0;16.0;29.0;2.0;15.92;0.8;Medium
33.0;10.0;13.66;7.46;7.0;12.0;2.0;7.0;17.71;1.35;High
23.0;4.0;13.74;8.88;6.0;16.0;29.0;0.0;15.88;0.34;High
40.0;16.0;4.39;7.06;1.0;12.0;22.0;1.0;9.08;1.47;Low
